ensembl_transcript_id,sym,ensembl_peptide_id,Spearman_Correlation,P_Value,Score,Variance,Gene,Importance,Classifier_Importance,P_Value_Corrected,Final_Composite_Score
ENSCGRT00001019624,ENSCGRG00001015915,ENSCGRP00001015383,1.0,1.251430654623206e-24,20.583909207424412,0.0025048770390004825,13965,1.0,1.0,1.0,0.9999999999999999
ENSCGRT00001022667,Scn2a,ENSCGRP00001018423,0.8492265517916584,5.097498169023945e-10,5.821951883828416,0.0015242520197464643,16691,0.3399483953349947,0.31058862672252585,0.3887676708673377,0.4902738276721109
ENSCGRT00001022794,Cyp39a1,ENSCGRP00001018550,0.8855266527089514,2.96782783588301e-12,7.873383813545314,0.0021322175731959612,16806,0.03963007031754796,0.3648046858393827,0.482269314368848,0.41895662332055766
ENSCGRT00001029665,Snapin,ENSCGRP00001025419,0.8948351433176183,6.556220013358021e-13,8.497784213240154,0.0011725040445677223,22960,6.582454056272602e-06,0.38518616950886136,0.5097052123630292,0.41571991046772344
ENSCGRT00001013510,Hcrtr1,ENSCGRP00001009311,0.9349008148694853,3.0377005204764023e-16,11.790865102304053,0.0039882775204780905,8653,0.0019908327653394495,0.27362973968488774,0.6491933627357273,0.41449380712350903
ENSCGRT00001014214,ENSCGRG00001011995,ENSCGRP00001009994,0.8174451356358542,2.1096932420636808e-08,4.429317702849657,0.0030893964216702494,9235,0.0005038693703328428,0.497049201575803,0.3211234661200611,0.4017845419763296
ENSCGRT00001023166,Nalf2,ENSCGRP00001018922,0.8648762633489478,6.328626127775002e-11,6.637994423158136,0.0025519354242069165,17145,5.038427631700463e-05,0.3578207119054833,0.42667372786653174,0.39160306426441926
ENSCGRT00001031309,Pgm1,ENSCGRP00001027062,0.832703227847148,3.822115092164392e-09,5.057326643678425,0.0027563103769400227,24447,0.3027855585694063,0.0,0.3521627757295099,0.3910021914263876
ENSCGRT00001021197,Zfp775,ENSCGRP00001016953,0.8691840761549006,3.446202819975286e-11,6.879946435523088,0.0027977264807979114,15370,0.00047525019869274333,0.25041346130879955,0.4377173072712941,0.367296656470342
ENSCGRT00001017013,ENSCGRG00001014084,ENSCGRP00001012778,0.8743956259131509,1.617973183534079e-11,7.183395041602584,0.0009237412657748551,11660,0.05283455032209133,0.1587804232089149,0.4514552091117773,0.36565140710008365
ENSCGRT00001019364,ENSCGRG00001015816,ENSCGRP00001015125,0.9547980901025741,2.6496225379088583e-18,13.89994055938641,0.0024940798172156937,13736,0.0016220010666537976,0.0,0.7353502601119696,0.36054215341529805
ENSCGRT00001005223,Lgr5,ENSCGRP00001003595,0.7661881881580335,2.698992346977398e-06,2.769256636917333,0.003379770912167911,3407,0.061159326582403986,0.3184325040055742,0.23297424600169633,0.35416777135281463
ENSCGRT00001008524,ENSCGRG00001007279,ENSCGRP00001005529,0.7935111686825022,2.3761180400032801e-07,3.575726943958874,0.004474835088473906,5270,8.359523346749223e-07,0.3399148824833191,0.277125938988229,0.35074495770772046
ENSCGRT00001031592,ENSCGRG00001024383,ENSCGRP00001027345,0.9074272115196336,7.33198393097952e-14,9.41880002242254,0.004761288074444605,24705,0.04970564181045616,0.0,0.549510002580667,0.3445761383476164
